"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected IF Range from: 0.000 Selected Category Scheme: WoS",,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor
7154,Romanian Journal of Morphology and Embryology,ROM J MORPHOL EMBRYO,1.500
7154,SCIENCE PROGRESS,SCI PROGRESS-UK,1.500
7154,SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,1.500
7154,SPORT PSYCHOLOGIST,SPORT PSYCHOL,1.500
7154,SPORT PSYCHOLOGIST,SPORT PSYCHOL,1.500
7154,Transportation Letters-The International Journal of Transportation Research,TRANSP LETT,1.500
7154,Transportation Letters-The International Journal of Transportation Research,TRANSP LETT,1.500
7184,Revista da Sociedade Brasileira de Medicina Tropical,REV SOC BRAS MED TRO,1.498
7185,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,EUR J DRUG METAB PH,1.497
7185,Pediatrics and Neonatology,PEDIATR NEONATOL,1.497
7187,EMPLOYEE RELATIONS,EMPL RELAT,1.496
7187,GEOMETRY & TOPOLOGY,GEOM TOPOL,1.496
7187,INTERNATIONAL OPHTHALMOLOGY,INT OPHTHALMOL,1.496
7187,Iranian Journal of Fuzzy Systems,IRAN J FUZZY SYST,1.496
7187,JOURNAL OF CHEMICAL SCIENCES,J CHEM SCI,1.496
7192,DENTAL TRAUMATOLOGY,DENT TRAUMATOL,1.494
7192,ETHNOS,ETHNOS,1.494
7192,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,INT J EXP PATHOL,1.494
7192,JOURNAL OF SEISMOLOGY,J SEISMOL,1.494
7192,NORTHWESTERN UNIVERSITY LAW REVIEW,NORTHWEST U LAW REV,1.494
7197,Information Technology for Development,INFORM TECHNOL DEV,1.493
7197,Lymphatic Research and Biology,LYMPHAT RES BIOL,1.493
7199,AMERICAN JOURNAL OF EVALUATION,AM J EVAL,1.492
7199,Chemistry of Heterocyclic Compounds,CHEM HETEROCYCL COM+,1.492
7199,Head & Face Medicine,HEAD FACE MED,1.492
7199,SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,1.492
7203,E-POLYMERS,E-POLYMERS,1.491
7203,HEALTH RISK & SOCIETY,HEALTH RISK SOC,1.491
7203,JOURNAL OF LOW TEMPERATURE PHYSICS,J LOW TEMP PHYS,1.491
7206,DEVIANT BEHAVIOR,DEVIANT BEHAV,1.490
7206,GEOSCIENCES JOURNAL,GEOSCI J,1.490
7206,HIGH ALTITUDE MEDICINE & BIOLOGY,HIGH ALT MED BIOL,1.490
7206,JOURNAL OF POROUS MEDIA,J POROUS MEDIA,1.490
7210,HISTORICAL BIOLOGY,HIST BIOL,1.489
7210,Journal of Emergency Nursing,J EMERG NURS,1.489
7210,Journal of Emergency Nursing,J EMERG NURS,1.489
7213,International Journal of Environmental Research,INT J ENVIRON RES,1.488
7214,Archives of Disease in Childhood-Education and Practice Edition,ARCH DIS CHILDHOOD-E,1.487
7214,CLINICAL OBSTETRICS AND GYNECOLOGY,CLIN OBSTET GYNECOL,1.487
7214,Journal of Economic Interaction and Coordination,J ECON INTERACT COOR,1.487
7217,CHEMISTRY LETTERS,CHEM LETT,1.485
7217,Criminology & Criminal Justice,CRIMINOL CRIM JUSTIC,1.485
7217,Journal of Comparative Effectiveness Research,J COMP EFFECT RES,1.485
7217,Knowledge Management Research & Practice,KNOWL MAN RES PRACT,1.485
7217,Operational Research,OPER RES-GER,1.485
7222,Forum of Mathematics Sigma,FORUM MATH SIGMA,1.484
7222,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,INT J PUBLIC OPIN R,1.484
7224,Archives of Environmental & Occupational Health,ARCH ENVIRON OCCUP H,1.483
7224,MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,1.483
7224,Oncology Research and Treatment,ONCOL RES TREAT,1.483
7227,International Journal of Transitional Justice,INT J TRANSIT JUST,1.482
7227,JOURNAL OF STRATEGIC STUDIES,J STRATEGIC STUD,1.482
7227,PROSTHETICS AND ORTHOTICS INTERNATIONAL,PROSTHET ORTHOT INT,1.482
7230,Accounting and Finance,ACCOUNT FINANC,1.481
7230,BRITISH JOURNAL OF NEUROSURGERY,BRIT J NEUROSURG,1.481
7230,Critical Sociology,CRIT SOCIOL,1.481
7230,ECONOMIC BOTANY,ECON BOT,1.481
7230,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,INT J COSMETIC SCI,1.481
7230,Journal of Housing and the Built Environment,J HOUS BUILT ENVIRON,1.481
7230,Magnetic Resonance in Medical Sciences,MAGN RESON MED SCI,1.481
7230,TECHNOLOGY IN CANCER RESEARCH & TREATMENT,TECHNOL CANCER RES T,1.481
7238,HEALTH,HEALTH-LONDON,1.480
7238,NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,NEW ZEAL J GEOL GEOP,1.480
7240,ACTAS ESPANOLAS DE PSIQUIATRIA,ACTAS ESP PSIQUIATRI,1.479
7240,Computer Supported Cooperative Work-The Journal of Collaborative Computing,COMPUT SUPP COOP W J,1.479
7240,JOURNAL DE MYCOLOGIE MEDICALE,J MYCOL MED,1.479
7240,JOURNAL OF DISPERSION SCIENCE AND TECHNOLOGY,J DISPER SCI TECHNOL,1.479
7240,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,J HEAT TRANS-T ASME,1.479
7240,OENO One,OENO ONE,1.479
7240,Sex Education-Sexuality Society and Learning,SEX EDUC-SEX SOC LEA,1.479
7247,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,1.478
7247,Housing Theory & Society,HOUS THEORY SOC,1.478
7247,Journal of International Financial Management & Accounting,J INT FIN MANAG ACC,1.478
7250,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,J CLIN PSYCHOL MED S,1.477
7250,JOURNAL OF TERRAMECHANICS,J TERRAMECHANICS,1.477
7252,Crime and Justice-A Review of Research,CRIME JUSTICE,1.476
7252,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE,J MATER ENG PERFORM,1.476
7252,Korean Journal of Orthodontics,KOREAN J ORTHOD,1.476
7252,PHYSICS AND CHEMISTRY OF MINERALS,PHYS CHEM MINER,1.476
7256,ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,ELECTRON T NUMER ANA,1.475
7256,Journal of Dynamics and Differential Equations,J DYN DIFFER EQU,1.475
7258,Sexualities,SEXUALITIES,1.474
7259,CYTOPATHOLOGY,CYTOPATHOLOGY,1.473
7259,JOURNAL OF VECTOR BORNE DISEASES,J VECTOR DIS,1.473
7259,SEMINARS IN NEUROLOGY,SEMIN NEUROL,1.473
7262,INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,1.472
7262,JOURNAL OF ORNITHOLOGY,J ORNITHOL,1.472
7262,Journal of Mineralogical and Petrological Sciences,J MINER PETROL SCI,1.472
7262,Journal of Periodontal and Implant Science,J PERIODONTAL IMPLAN,1.472
7262,Surgical Innovation,SURG INNOV,1.472
7267,CLEFT PALATE-CRANIOFACIAL JOURNAL,CLEFT PALATE-CRAN J,1.471
7267,Disability and Health Journal,DISABIL HEALTH J,1.471
7267,Disability and Health Journal,DISABIL HEALTH J,1.471
7267,International Studies Perspectives,INT STUD PERSPECT,1.471
7267,JAPANESE JOURNAL OF APPLIED PHYSICS,JPN J APPL PHYS,1.471
7267,MARINE GEOPHYSICAL RESEARCH,MAR GEOPHYS RES,1.471
7273,Journal of Cardiothoracic Surgery,J CARDIOTHORAC SURG,1.470
7273,Operative Neurosurgery,OPER NEUROSURG,1.470
7275,ANTIQUITY,ANTIQUITY,1.469
7275,Baltic Journal of Management,BALT J MANAG,1.469
7275,CHILD & YOUTH CARE FORUM,CHILD YOUTH CARE FOR,1.469
7275,Chinese Physics B,CHINESE PHYS B,1.469
7275,Homeopathy,HOMEOPATHY,1.469
7275,Inverse Problems and Imaging,INVERSE PROBL IMAG,1.469
7275,Landscape and Ecological Engineering,LANDSC ECOL ENG,1.469
7275,Voluntas,VOLUNTAS,1.469
7283,CURRENT PSYCHOLOGY,CURR PSYCHOL,1.468
7283,Gender Place and Culture,GENDER PLACE CULT,1.468
7285,ACM Journal on Computing and Cultural Heritage,ACM J COMPUT CULT HE,1.467
7285,Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,ECOL CHEM ENG S,1.467
7285,JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY,J INTELLECT DEV DIS,1.467
7285,Journal of Research in Medical Sciences,J RES MED SCI,1.467
7285,Medicina-Lithuania,MEDICINA-LITHUANIA,1.467
7285,Research in International Business and Finance,RES INT BUS FINANC,1.467
7285,ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik,ZAMM-Z ANGEW MATH ME,1.467
7292,DRUGS-EDUCATION PREVENTION AND POLICY,DRUG-EDUC PREV POLIC,1.466
7292,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,J DYN SYST-T ASME,1.466
7292,PURE AND APPLIED GEOPHYSICS,PURE APPL GEOPHYS,1.466
7295,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,INT J ENVIRON HEAL R,1.465
7295,International Journal of Naval Architecture and Ocean Engineering,INT J NAV ARCH OCEAN,1.465
7295,Materials Express,MATER EXPRESS,1.465
7295,NUCLEAR MEDICINE COMMUNICATIONS,NUCL MED COMMUN,1.465
7295,Traffic Injury Prevention,TRAFFIC INJ PREV,1.465
7295,Traffic Injury Prevention,TRAFFIC INJ PREV,1.465
7301,American Journal of Alzheimers Disease and Other Dementias,AM J ALZHEIMERS DIS,1.464
7301,Chinese Geographical Science,CHINESE GEOGR SCI,1.464
7301,Diagnostic and Interventional Radiology,DIAGN INTERV RADIOL,1.464
7301,German Politics,GER POLIT,1.464
7301,INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,INVERSE PROBL SCI EN,1.464
7301,PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,1.464
7307,CELLULAR AND MOLECULAR BIOLOGY,CELL MOL BIOL,1.463
7307,Carbon Management,CARBON MANAG,1.463
7307,Carbon Management,CARBON MANAG,1.463
7307,Emotion Space and Society,EMOT SPACE SOC,1.463
7307,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,J ENVIRON SCI HEAL B,1.463
7307,NUCLEAR PHYSICS A,NUCL PHYS A,1.463
7307,Urology Journal,UROL J,1.463
7314,Analysis & PDE,ANAL PDE,1.462
7314,BOREAL ENVIRONMENT RESEARCH,BOREAL ENVIRON RES,1.462
7314,International Journal of Forest Engineering,INT J FOREST ENG,1.462
7314,Journal of Anesthesia,J ANESTH,1.462
7314,LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,LEADERSHIP ORG DEV J,1.462
7314,Regional Studies in Marine Science,REG STUD MAR SCI,1.462
7320,COMMUNITY MENTAL HEALTH JOURNAL,COMMUNITY MENT HLT J,1.460
7320,DOCUMENTA OPHTHALMOLOGICA,DOC OPHTHALMOL,1.460
7320,GERODONTOLOGY,GERODONTOLOGY,1.460
7320,PSYCHOLOGY CRIME & LAW,PSYCHOL CRIME LAW,1.460
7320,Romanian Journal of Physics,ROM J PHYS,1.460
7325,MOTIVATION AND EMOTION,MOTIV EMOTION,1.459
7326,ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,ANN OTO RHINOL LARYN,1.458
7326,Bosnian Journal of Basic Medical Sciences,BOSNIAN J BASIC MED,1.458
7326,Journal of Lower Genital Tract Disease,J LOW GENIT TRACT DI,1.458
7326,MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,MATER CORROS,1.458
7326,Standards in Genomic Sciences,STAND GENOMIC SCI,1.458
7331,FUSION ENGINEERING AND DESIGN,FUSION ENG DES,1.457
7331,JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,J MOL MICROB BIOTECH,1.457
7331,Law & Policy,LAW POLICY,1.457
7331,Medical Anthropology,MED ANTHROPOL,1.457
7331,WESTERN JOURNAL OF NURSING RESEARCH,WESTERN J NURS RES,1.457
7331,WESTERN JOURNAL OF NURSING RESEARCH,WESTERN J NURS RES,1.457
7337,AMERICAN HISTORICAL REVIEW,AM HIST REV,1.456
7337,CULTURE MEDICINE AND PSYCHIATRY,CULT MED PSYCHIAT,1.456
7339,AQUACULTURE INTERNATIONAL,AQUACULT INT,1.455
7339,AUSTRALIAN & NEW ZEALAND JOURNAL OF OBSTETRICS & GYNAECOLOGY,AUST NZ J OBSTET GYN,1.455
7339,Central European Journal of Immunology,CENT EUR J IMMUNOL,1.455
7339,JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,1.455
7339,Journal of Tourism and Cultural Change,J TOUR CULT CHANGE,1.455
7339,Mathematics and Financial Economics,MATH FINANC ECON,1.455
7339,Mathematics and Financial Economics,MATH FINANC ECON,1.455
7339,Pain Management Nursing,PAIN MANAG NURS,1.455
7339,Pain Management Nursing,PAIN MANAG NURS,1.455
7339,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,1.455
7349,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,IN VITRO CELL DEV-PL,1.454
7349,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,PHYS STATUS SOLIDI B,1.454
7351,ACI MATERIALS JOURNAL,ACI MATER J,1.453
7351,American Economic Journal-Microeconomics,AM ECON J-MICROECON,1.453
7351,Cellular Reprogramming,CELL REPROGRAM,1.453
7351,European Security,EUR SECUR,1.453
7351,JOURNAL OF VOICE,J VOICE,1.453
7356,INTERNATIONAL MATHEMATICS RESEARCH NOTICES,INT MATH RES NOTICES,1.452
7356,Journal of Pharmaceutical Innovation,J PHARM INNOV,1.452
7356,OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.452
7359,BIT NUMERICAL MATHEMATICS,BIT,1.451
7359,INTERNATIONAL ECONOMIC REVIEW,INT ECON REV,1.451
7359,INVERTEBRATE BIOLOGY,INVERTEBR BIOL,1.451
7359,Journal of Meteorological Research,J METEOROL RES-PRC,1.451
7359,Journal of Primary Prevention,J PRIM PREV,1.451
7359,Physical Communication,PHYS COMMUN-AMST,1.451
7365,ENVIRONMENTAL ENTOMOLOGY,ENVIRON ENTOMOL,1.450
7365,INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,INT J HEALTH PLAN M,1.450
7365,INTERVENTIONAL NEURORADIOLOGY,INTERV NEURORADIOL,1.450
7365,Medicine Health Care and Philosophy,MED HEALTH CARE PHIL,1.450
7365,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,NONLINEAR ANAL-THEOR,1.450
7365,POPULATION,POPULATION,1.450
7365,WILDERNESS & ENVIRONMENTAL MEDICINE,WILD ENVIRON MED,1.450
7372,CHEMISTRY & BIODIVERSITY,CHEM BIODIVERS,1.449
7372,JOURNAL OF FUTURES MARKETS,J FUTURES MARKETS,1.449
7372,Materials Research Express,MATER RES EXPRESS,1.449
7372,SIAM JOURNAL ON APPLIED MATHEMATICS,SIAM J APPL MATH,1.449
7376,ANNALS OF PLASTIC SURGERY,ANN PLAS SURG,1.448
7376,Advances in Differential Equations,ADV DIFFERENTIAL EQU,1.448
7376,Experimental and Therapeutic Medicine,EXP THER MED,1.448
7376,FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,1.448
7376,JOURNAL OF FOOD PROCESS ENGINEERING,J FOOD PROCESS ENG,1.448
7376,Policing & Society,POLIC SOC,1.448
7376,SYSTEM DYNAMICS REVIEW,SYST DYNAM REV,1.448
7383,INTERNATIONAL REGIONAL SCIENCE REVIEW,INT REGIONAL SCI REV,1.447
7383,NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,1.447
7385,International Journal of Older People Nursing,INT J OLDER PEOPLE N,1.446
7385,International Journal of Older People Nursing,INT J OLDER PEOPLE N,1.446
7385,JOURNAL OF INSECT SCIENCE,J INSECT SCI,1.446
7388,Chinese Journal of Integrative Medicine,CHIN J INTEGR MED,1.445
7388,Maderas-Ciencia y Tecnologia,MADERAS-CIENC TECNOL,1.445
7390,AMERICAN BEHAVIORAL SCIENTIST,AM BEHAV SCI,1.444
7390,AURIS NASUS LARYNX,AURIS NASUS LARYNX,1.444
7390,Asia Pacific Journal of Tourism Research,ASIA PAC J TOUR RES,1.444
7390,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,J INT SCI VIGNE VIN,1.444
7390,Sexual Medicine,SEX MED-UK,1.444
7395,Australian Accounting Review,AUST ACCOUNT REV,1.443
7395,European Journal of Social Theory,EUR J SOC THEORY,1.443
7395,JOURNAL OF LASER APPLICATIONS,J LASER APPL,1.443
7395,Journal of Oral & Facial Pain and Headache,J ORAL FACIAL PAIN H,1.443
7395,Self and Identity,SELF IDENTITY,1.443
7400,CALIFORNIA AGRICULTURE,CALIF AGR,1.442
7400,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOL IMMUNOL,1.442
7400,Pacific-Basin Finance Journal,PAC-BASIN FINANC J,1.442
7400,SURVEY REVIEW,SURV REV,1.442
7404,AQUATIC GEOCHEMISTRY,AQUAT GEOCHEM,1.440
7404,EUROPEAN PHYSICAL JOURNAL B,EUR PHYS J B,1.440
7404,European Journal of Development Research,EUR J DEV RES,1.440
7404,International Journal of Architectural Heritage,INT J ARCHIT HERIT,1.440
7408,Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,1.439
7408,Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,1.439
7408,Childrens Geographies,CHILD GEOGR,1.439
7408,FIBERS AND POLYMERS,FIBER POLYM,1.439
7408,NEFROLOGIA,NEFROLOGIA,1.439
7408,SYNTHETIC COMMUNICATIONS,SYNTHETIC COMMUN,1.439
7408,Semiconductors and Semimetals,SEMICONDUCT SEMIMET,1.439
7415,ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,1.438
7415,AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,1.438
7415,AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,1.438
7415,ATMOSFERA,ATMOSFERA,1.438
7415,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,BIOTECHNOL BIOPROC E,1.438
7415,BRITISH DENTAL JOURNAL,BRIT DENT J,1.438
7415,JOURNAL OF FORENSIC SCIENCES,J FORENSIC SCI,1.438
7415,JOURNAL OF HOMOSEXUALITY,J HOMOSEXUAL,1.438
7415,JOURNAL OF HYDROLOGIC ENGINEERING,J HYDROL ENG,1.438
7415,Nebraska Symposium on Motivation,NEBR SYM MOTIV,1.438
7415,ONCOLOGY NURSING FORUM,ONCOL NURS FORUM,1.438
7415,ONCOLOGY NURSING FORUM,ONCOL NURS FORUM,1.438
7415,OPTO-ELECTRONICS REVIEW,OPTO-ELECTRON REV,1.438
7428,GEOFLUIDS,GEOFLUIDS,1.437
7428,International Journal of Sustainability in Higher Education,INT J SUST HIGHER ED,1.437
7428,JOURNAL OF VECTOR ECOLOGY,J VECTOR ECOL,1.437
7428,World Journal Of Emergency Medicine,WORLD J EMERG MED,1.437
7432,AMERICAN JOURNAL OF HEALTH BEHAVIOR,AM J HEALTH BEHAV,1.436
7432,Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology,ARH HIG RADA TOKSIKO,1.436
7432,BOSTON UNIVERSITY LAW REVIEW,BOSTON U LAW REV,1.436
7432,ECOLOGICAL MANAGEMENT & RESTORATION,ECOL MANAG RESTOR,1.436
7432,JOURNAL OF HELMINTHOLOGY,J HELMINTHOL,1.436
7432,LANGUAGE AND SPEECH,LANG SPEECH,1.436
7432,LANGUAGE AND SPEECH,LANG SPEECH,1.436
7432,Multinational Business Review,MULTINATL BUS REV,1.436
7440,ADVANCES IN MATHEMATICS,ADV MATH,1.435
7440,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1.435
7440,JOURNAL OF EVOLUTIONARY ECONOMICS,J EVOL ECON,1.435
7440,RADIATION MEASUREMENTS,RADIAT MEAS,1.435
7444,FOREST PATHOLOGY,FOREST PATHOL,1.434
7444,SCIENTIA AGRICOLA,SCI AGR,1.434
7446,Language and Intercultural Communication,LANG INTERCULT COMM,1.433
7446,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,NUCL INSTRUM METH A,1.433
7446,SOLID STATE COMMUNICATIONS,SOLID STATE COMMUN,1.433
7449,Advances in Cognitive Psychology,ADV COGN PSYCHOL,1.432
7449,International Review of Economics & Finance,INT REV ECON FINANC,1.432
7449,MCN-The American Journal of Maternal-Child Nursing,MCN-AM J MATERN-CHIL,1.432
7449,MCN-The American Journal of Maternal-Child Nursing,MCN-AM J MATERN-CHIL,1.432
7449,Scandinavian Journal of Educational Research,SCAND J EDUC RES,1.432
7454,ANNALS OF MICROBIOLOGY,ANN MICROBIOL,1.431
7454,BMC Ophthalmology,BMC OPHTHALMOL,1.431
7454,CHEMICAL ENGINEERING COMMUNICATIONS,CHEM ENG COMMUN,1.431
7454,European Journal of Transport and Infrastructure Research,EUR J TRANSP INFRAST,1.431
7454,JOURNAL OF CAREER DEVELOPMENT,J CAREER DEV,1.431
7454,Safety and Health at Work,SAF HEALTH WORK-KR,1.431
7454,Safety and Health at Work,SAF HEALTH WORK-KR,1.431
7461,ANNALES D ENDOCRINOLOGIE,ANN ENDOCRINOL-PARIS,1.430
7461,JOURNAL OF PSYCHOLOGY,J PSYCHOL,1.430
7463,Advances in Applied Ceramics,ADV APPL CERAM,1.429
7463,BEHAVIOUR & INFORMATION TECHNOLOGY,BEHAV INFORM TECHNOL,1.429
7463,BEHAVIOUR & INFORMATION TECHNOLOGY,BEHAV INFORM TECHNOL,1.429
7463,Innovation-Organization & Management,INNOV-ORGAN MANAG,1.429
7463,International Perspectives on Sexual and Reproductive Health,INT PERSPECT SEX R H,1.429
7463,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,J INCL PHENOM MACRO,1.429
7463,Journal of Nanophotonics,J NANOPHOTONICS,1.429
7470,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,IEEE T NUCL SCI,1.428
7470,KSCE Journal of Civil Engineering,KSCE J CIV ENG,1.428
7470,Reaction Kinetics Mechanisms and Catalysis,REACT KINET MECH CAT,1.428
7473,ISIJ INTERNATIONAL,ISIJ INT,1.427
7473,Journal of Cardiovascular Medicine,J CARDIOVASC MED,1.427
7473,Journal of Renewable Materials,J RENEW MATER,1.427
7476,ARCTIC,ARCTIC,1.426
7476,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,BEHAV COGN PSYCHOTH,1.426
7476,INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,INT J POLYM ANAL CH,1.426
7479,INTERNATIONAL JOURNAL OF PLANT SCIENCES,INT J PLANT SCI,1.425
7479,LIBRARY & INFORMATION SCIENCE RESEARCH,LIBR INFORM SCI RES,1.425
7481,DENTAL MATERIALS JOURNAL,DENT MATER J,1.424
7481,Ethics & International Affairs,ETHICS INT AFF,1.424
7481,International Journal of Qualitative Studies on Health and Well-Being,INT J QUAL STUD HEAL,1.424
7481,PARTICULATE SCIENCE AND TECHNOLOGY,PARTICUL SCI TECHNOL,1.424
7481,SHOCK WAVES,SHOCK WAVES,1.424
7486,CYTOGENETIC AND GENOME RESEARCH,CYTOGENET GENOME RES,1.423
7486,FLORA,FLORA,1.423
7486,INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS,INT J MED MUSHROOMS,1.423
7486,JOURNAL OF ETHOLOGY,J ETHOL,1.423
7486,Journal of Mountain Science,J MT SCI-ENGL,1.423
7486,TEST,TEST-SPAIN,1.423
7492,CANADIAN JOURNAL OF EARTH SCIENCES,CAN J EARTH SCI,1.422
7492,Geospatial Health,GEOSPATIAL HEALTH,1.422
7492,JOURNAL OF CUTANEOUS MEDICINE AND SURGERY,J CUTAN MED SURG,1.422
7492,Ophthalmic Surgery Lasers & Imaging Retina,OSLI RETINA,1.422
7496,BRITISH POULTRY SCIENCE,BRIT POULTRY SCI,1.421
7496,COMPUTER AIDED GEOMETRIC DESIGN,COMPUT AIDED GEOM D,1.421
7496,JOURNAL OF DAIRY RESEARCH,J DAIRY RES,1.421
7496,JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,1.421
7496,Sexual Health,SEX HEALTH,1.421
7496,Sexual Health,SEX HEALTH,1.421
7502,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,1.420
7502,FIRE TECHNOLOGY,FIRE TECHNOL,1.420
7502,International Journal of Mental Health and Addiction,INT J MENT HEALTH AD,1.420
7502,International Journal of Mental Health and Addiction,INT J MENT HEALTH AD,1.420
7502,JOURNAL OF CURRICULUM STUDIES,J CURRICULUM STUD,1.420
7502,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,J PUBLIC HEALTH MAN,1.420
7502,Radiologia Medica,RADIOL MED,1.420
7509,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1.419
7509,INTERNATIONAL INTERACTIONS,INT INTERACT,1.419
7509,SOCIAL WORK,SOC WORK,1.419
7509,iForest-Biogeosciences and Forestry,IFOREST,1.419
7513,INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,INT J TECHNOL ASSESS,1.418
7513,Interdisciplinary Sciences-Computational Life Sciences,INTERDISCIP SCI,1.418
7513,Journal of Cultural Economy,J CULT ECON-UK,1.418
7513,Noise & Health,NOISE HEALTH,1.418
7513,SOCIOLOGY OF SPORT JOURNAL,SOCIOL SPORT J,1.418
7513,SOCIOLOGY OF SPORT JOURNAL,SOCIOL SPORT J,1.418
7519,IISE Transactions,IISE TRANS,1.417
7519,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,INT J CHEM KINET,1.417
7519,Journal of Geographical Systems,J GEOGR SYST,1.417
7519,Periodico di Mineralogia,PERIOD MINERAL,1.417
7519,VIRAL IMMUNOLOGY,VIRAL IMMUNOL,1.417
7524,COMMUNICATIONS IN THEORETICAL PHYSICS,COMMUN THEOR PHYS,1.416
7524,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,J CROSS CULT PSYCHOL,1.416
7526,International Emergency Nursing,INT EMERG NURS,1.415
7526,International Emergency Nursing,INT EMERG NURS,1.415
7526,JOURNAL OF PESTICIDE SCIENCE,J PESTIC SCI,1.415
7526,Journal of Food Measurement and Characterization,J FOOD MEAS CHARACT,1.415
7526,Journal of Managerial Psychology,J MANAGE PSYCHOL,1.415
7526,SOIL SCIENCE AND PLANT NUTRITION,SOIL SCI PLANT NUTR,1.415
7526,Scandinavian Journal of Management,SCAND J MANAG,1.415
7526,VISUAL COMPUTER,VISUAL COMPUT,1.415
7534,GLOBAL GOVERNANCE,GLOBAL GOV,1.414
7534,Journal of Human Kinetics,J HUM KINET,1.414
7534,Personalized Medicine,PERS MED,1.414
7537,Chinese Journal of Mechanical Engineering,CHIN J MECH ENG-EN,1.413
7537,GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,GEOGR ANN B,1.413
7537,PEDIATRIC CARDIOLOGY,PEDIATR CARDIOL,1.413
